,Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
2263,174276,"Causality: Models, Reasoning, and Inference",Judea Pearl,"Pearl, Judea",,0521773628,9780521773621,0,4.18,Cambridge University Press,Hardcover,400.0,2000.0,2000.0,,2023/02/25,to-read,to-read (#1358),to-read,,,,0,0
2264,174277,Probabilistic Reasoning in Intelligent Systems: Networks of Plausible Inference (Morgan Kaufmann Series in Representation and Reasoning),Judea Pearl,"Pearl, Judea",,1558604790,9781558604797,0,4.3,Morgan Kaufmann,Paperback,584.0,1988.0,1988.0,,2023/02/25,to-read,to-read (#1357),to-read,,,,0,0
2265,695484,"Ethical Know-How: Action, Wisdom, and Cognition (Writing Science)",Francisco J. Varela,"Varela, Francisco J.",,0804730334,9780804730334,0,4.24,Stanford University Press,Paperback,96.0,1999.0,1988.0,,2023/02/25,to-read,to-read (#1356),to-read,,,,0,0
2266,26384436,Inner Speech and the Dialogical Self,Norbert Wiley,"Wiley, Norbert",,1439913285,9781439913284,0,3.83,Temple University Press,Paperback,212.0,2016.0,2016.0,,2023/02/25,to-read,to-read (#1355),to-read,,,,0,0
2267,2072,Brainstorms: Philosophical Essays on Mind and Psychology,Daniel C. Dennett,"Dennett, Daniel C.",,0262540371,9780262540377,0,3.96,MIT Press,Paperback,377.0,1981.0,1978.0,,2023/02/25,to-read,to-read (#1354),to-read,,,,0,0
2268,18079692,Consciousness and the Brain: Deciphering How the Brain Codes Our Thoughts,Stanislas Dehaene,"Dehaene, Stanislas",,0670025437,9780670025435,0,4.17,Viking,Hardcover,336.0,2014.0,2014.0,,2023/02/25,to-read,to-read (#1353),to-read,,,,0,0
2269,7529269,The Mindful Therapist: A Clinician's Guide to Mindsight and Neural Integration (Norton Series on Interpersonal Neurobiology),Daniel J. Siegel,"Siegel, Daniel J.",,0393706451,9780393706451,0,4.12,W. W. Norton & Company,Hardcover,320.0,2010.0,2010.0,,2023/02/24,to-read,to-read (#1352),to-read,,,,0,0
2270,50232268,The Power of Showing Up: How Parental Presence Shapes Who Our Kids Become and How Their Brains Get Wired,Daniel J. Siegel,"Siegel, Daniel J.",Tina Payne Bryson,1524797715,9781524797713,0,4.27,Ballantine Books,Hardcover,256.0,2020.0,2020.0,,2023/02/24,to-read,to-read (#1351),to-read,,,,0,0
2271,291920,The Character of Physical Law,Richard P. Feynman,"Feynman, Richard P.",James Gleick,0679601279,9780679601272,0,4.3,Modern Library,Hardcover,192.0,1994.0,1965.0,,2023/02/24,to-read,to-read (#1350),to-read,,,,0,0
2272,1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,0061234001,9780061234002,5,4.01,William Morrow,Hardcover,268.0,2006.0,2005.0,2019/01/01,2021/09/26,,,read,,,,1,0
2273,30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,0140449337,9780140449334,0,4.28,Penguin Books,Paperback,254.0,2006.0,180.0,,2023/02/24,to-read,to-read (#1349),to-read,,,,0,0
2274,41317431,A Template for Understanding Big Debt Crises,Ray Dalio,"Dalio, Ray",,,,0,4.35,Bridgewater,Kindle Edition,456.0,2018.0,2018.0,,2023/02/24,to-read,to-read (#1348),to-read,,,,0,0
2275,59696349,Build: An Unorthodox Guide to Making Things Worth Making,Tony Fadell,"Fadell, Tony",,1787634116,9781787634114,0,4.31,Bantam Press,Paperback,416.0,2022.0,,,2023/02/24,to-read,to-read (#1347),to-read,,,,0,0
2276,34679018,생각정리스킬,Bok Joohwan,"Joohwan, Bok",복주환,1195901968,9791195901968,3,3.85,천그루숲,Paperback,280.0,2017.0,,2019/09/01,2022/12/09,,,read,,,,1,0
2277,22558141,Tao Te Ching / 道德經,Lao Tzu,"Tzu, Lao",Lionel Giles,,,0,4.29,Dragon Reader,Kindle Edition,123.0,2014.0,-350.0,,2023/02/24,to-read,to-read (#1346),to-read,,,,0,0
2278,40696923,Blueprint: The Evolutionary Origins of a Good Society,Nicholas A. Christakis,"Christakis, Nicholas A.",,0316230030,9780316230032,5,3.95,"Little, Brown Spark",Hardcover,544.0,2019.0,2019.0,2022/12/01,2021/09/13,,,read,,,,1,0
2279,40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,,,5,4.32,Avery,Kindle Edition,319.0,2018.0,2018.0,2019/04/01,2021/09/23,,,read,,,,1,0
2280,34272565,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,"Tegmark, Max",Rob Shapiro,0451485076,9780451485076,4,3.99,Random House Audio,Audio CD,384.0,2035.0,2017.0,2019/10/01,2021/09/24,,,read,,,,1,0
2281,41709740,Exhalation,Ted Chiang,"Chiang, Ted",,110194790X,9781101947906,5,4.27,Knopf,ebook,352.0,2019.0,2019.0,2019/12/01,2021/09/24,,,read,,,,1,0
2282,40209370,"Game Changers: What Leaders, Innovators, and Mavericks Do to Win at Life",Dave Asprey,"Asprey, Dave",,006265246X,9780062652461,4,4.02,Harper Wave,Kindle Edition,352.0,2018.0,2018.0,2019/12/01,2021/09/24,,,read,,,,1,0
2283,41754217,Happy Singlehood: The Rising Acceptance and Celebration of Solo Living,Elyakim Kislev,"Kislev, Elyakim",,0520299140,9780520299146,5,3.82,University of California Press,Paperback,280.0,2019.0,2019.0,2020/01/01,2021/09/24,,,read,,,,1,0
2284,44780556,"The Joy of Movement: How exercise helps us find happiness, hope, connection, and courage",Kelly McGonigal,"McGonigal, Kelly",,0525534105,9780525534105,4,3.83,Avery,Hardcover,272.0,2019.0,2019.0,2020/04/01,2021/09/24,,,read,,,,1,0
2285,40537374,The Power of Small: Making Tiny But Powerful Changes When Everything Feels Too Much,Aisling Leonard-Curtin,"Leonard-Curtin, Aisling",Trish Leonard-Curtin,1473666996,9781473666993,4,3.61,Hachette Ireland,Paperback,336.0,2019.0,2019.0,2020/04/01,2021/09/24,,,read,,,,1,0
2286,45159747,The Science of Fate: The New Science of Who We Are - And How to Shape our Best Future,Hannah Critchlow,"Critchlow, Hannah",,,,0,3.71,Hodder & Stoughton,Kindle Edition,209.0,2019.0,2019.0,2020/05/01,2021/09/24,,,read,,,,1,0
2287,52019773,All the Ghosts in the Machine: The Digital Afterlife of your Personal Data,Elaine Kasket,"Kasket, Elaine",,1472141903,9781472141903,5,3.89,Robinson,Paperback,304.0,2020.0,,2020/05/01,2021/09/24,,,read,,,,1,0
2288,41144917,Nourishment: What Animals Can Teach Us about Rediscovering Our Nutritional Wisdom,Fred Provenza,"Provenza, Fred",,1603588027,9781603588027,5,4.27,Chelsea Green,Paperback,416.0,2018.0,,2020/06/01,2021/09/24,,,read,,,,1,0
2289,44595007,Indistractable: How to Control Your Attention and Choose Your Life,Nir   Eyal,"Eyal, Nir",Julie Li,194883653X,9781948836531,4,3.73,BenBella Books,Hardcover,290.0,2019.0,2019.0,2020/08/01,2021/09/24,,,read,,,,1,0
2290,28512671,"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",Seth Stephens-Davidowitz,"Stephens-Davidowitz, Seth",Steven Pinker,0062390856,9780062390851,5,3.91,Dey Street Books,Hardcover,338.0,2017.0,2017.0,2021/03/01,2021/09/26,,,read,,,,1,0
2291,41590092,Jog On: How Running Saved My Life,Bella Mackie,"Mackie, Bella",,0008241759,9780008241759,4,3.64,William Collins,Paperback,288.0,2018.0,2018.0,2020/10/01,2021/09/26,,,read,,,,1,0
2292,28525604,"Life Leverage: How to Get More Done in Less Time, Outsource Everything & Create Your Ideal Mobile Lifestyle",Rob Moore,"Moore, Rob",,190984666X,9781909846661,4,3.92,Progressive Property Ltd,Paperback,285.0,1843.0,,2020/11/01,2021/09/26,,,read,,,,1,0
2293,29746976,Make Your Own Neural Network,Tariq Rashid,"Rashid, Tariq",,,,4,4.34,,Kindle Edition,224.0,2016.0,2016.0,2020/11/01,2021/09/26,,,read,,,,1,0
2294,45439528,"Good Morning, I Love You: Mindfulness and Self-Compassion Practices to Rewire Your Brain for Calm, Clarity, and Joy",Shauna Shapiro,"Shapiro, Shauna",,1683643437,9781683643432,5,4.27,Sounds True,Hardcover,256.0,2020.0,,2021/01/01,2021/09/26,,,read,,,,1,0
2295,46208089,"Your Body in Balance: The New Science of Food, Hormones, and Health",Neal D. Barnard,"Barnard, Neal D.",,1538747421,9781538747421,5,3.99,Balance,Hardcover,352.0,2020.0,2020.0,2021/04/01,2021/09/26,,,read,,,,1,0
2296,45442641,The Angel and the Assassin: The Tiny Brain Cell That Changed the Course of Medicine,Donna Jackson Nakazawa,"Nakazawa, Donna Jackson",,1524799173,9781524799175,5,4.23,Ballantine Books,Hardcover,302.0,2020.0,2020.0,2021/05/01,2021/09/26,,,read,,,,1,0
2297,28956892,The Universe Has Your Back: Transform Fear to Faith,Gabrielle Bernstein,"Bernstein, Gabrielle",,1401946542,9781401946548,3,3.99,Hay House Inc.,Hardcover,200.0,2016.0,2016.0,2021/06/01,2021/09/26,,,read,,,,1,0
2298,46158726,Editing Humanity: The CRISPR Revolution and the New Era of Genome Editing,Kevin Davies,"Davies, Kevin",,164313308X,9781643133089,4,3.95,Pegasus Books,Hardcover,336.0,2020.0,,2021/06/01,2021/09/26,,,read,,,,1,0
2299,40697883,"Stop Talking, Start Influencing: 12 Insights From Brain Science to Make Your Message Stick",Jared Cooney Horvath,"Horvath, Jared Cooney",,1925335909,9781925335903,5,4.29,Exisle Publishing,Paperback,304.0,2019.0,,2021/06/01,2021/09/26,,,read,,,,1,0
2300,44279312,Personality Isn't Permanent: Break Free from Self-Limiting Beliefs and Rewrite Your Story,Benjamin P. Hardy,"Hardy, Benjamin P.",,0593083318,9780593083314,5,4.12,Portfolio,Hardcover,272.0,2020.0,2020.0,2021/07/01,2021/09/26,,,read,,,,1,0
2301,40392296,Free to Focus: A Total Productivity System to Achieve More by Doing Less,Michael Hyatt,"Hyatt, Michael",,0801075262,9780801075261,5,4.06,Baker Books,Hardcover,256.0,2019.0,2019.0,2021/07/01,2021/09/26,,,read,,,,1,0
2302,45012574,Homeless to Billionaire: The 18 Principles of Wealth Attraction and Creating Unlimited Opportunity,Andres Pira,"Pira, Andres",Joe Vitale,,,4,4.11,ForbesBooks,Kindle Edition,178.0,2019.0,2019.0,2021/07/01,2021/09/26,,,read,,,,1,0
2303,40910274,The Deep History of Ourselves: The Four-Billion-Year Story of How We Got Conscious Brains,Joseph E. LeDoux,"LeDoux, Joseph E.",,0735223831,9780735223837,5,3.86,Viking,Hardcover,432.0,2019.0,2019.0,2021/08/01,2021/09/26,,,read,,,,1,0
2304,28595855,The Gardener and the Carpenter: What the New Science of Child Development Tells Us About the Relationship Between Parents and Children,Alison Gopnik,"Gopnik, Alison",,1429944331,9781429944335,4,3.77,"Farrar, Straus and Giroux",Kindle Edition,322.0,2016.0,2016.0,2021/08/01,2021/09/26,,,read,,,,1,0
2305,29954031,Making Faces: The Evolutionary Origins of the Human Face,Adam S. Wilkins,"Wilkins, Adam S.",Sarah Kennedy,0674725522,9780674725522,4,4.43,Belknap Press: An Imprint of Harvard University Press,Hardcover,472.0,2017.0,,2021/08/01,2021/09/26,,,read,,,,1,0
2306,40190156,The Empathy Effect,Helen Riess,"Riess, Helen",Liz Neporent,1683640284,9781683640288,4,3.81,Sounds True Publishing,ebook,256.0,2018.0,2018.0,2021/08/01,2021/09/26,,,read,,,,1,0
2307,45876902,"Depression und Burnout loswerden: Wie seelische Tiefs wirklich entstehen, und was Sie dagegen tun können",Klaus Bernhardt,"Bernhardt, Klaus",,3641216915,9783641216917,3,3.92,Penguin Random House,Kindle Edition,257.0,2019.0,,2022/09/01,2022/10/29,,,read,,,,1,0
2308,45319724,사는 게 힘드냐고 니체가 물었다,박찬국,"박찬국, 박찬국",,8950978512,9788950978518,3,3.38,21세기북스,,,,,2020/05/01,2022/12/09,,,read,,,,1,0
2309,60706163,나는 인생에서 중요한 것만 남기기로 했다: 단순한 삶이 불러온 극적인 변화,Erica Layne,"Layne, Erica",,,,4,3.84,갤리온,Paperback,240.0,2020.0,2019.0,2020/09/01,2022/12/09,,,read,,,,1,0
2310,52023469,50대 사건으로 보는 돈의 역사,홍춘욱,"홍춘욱, 홍춘욱",,,9791135423734,4,3.41, 로크미디어,ebook,352.0,2019.0,,2020/12/01,2022/12/09,,,read,,,,1,0
2311,44321975,당신이 옳다,Jung Hyesin,"Hyesin, Jung",정혜신,8965746663,9788965746669,5,4.25,해냄,Paperback,316.0,2018.0,2018.0,2021/04/01,2022/12/09,,,read,,,,1,0
2312,41542080,A World Beyond Physics: The Emergence and Evolution of Life,Stuart A. Kauffman,"Kauffman, Stuart A.",,0190871334,9780190871338,5,3.77,Oxford University Press,Hardcover,168.0,2019.0,2019.0,2021/12/01,2022/12/11,,,read,,,,1,0
2313,128429,Against the Gods: The Remarkable Story of Risk,Peter L. Bernstein,"Bernstein, Peter L.",,0471295639,9780471295631,5,3.95,Wiley,Paperback,400.0,1998.0,1996.0,2020/02/01,2023/02/16,,,read,,,,1,0
2314,113218,Stalin,Robert Service,"Service, Robert",,0674022580,9780674022584,0,3.95,Belknap Press,Paperback,736.0,2006.0,2004.0,,2023/02/24,to-read,to-read (#1345),to-read,,,,0,0
2315,60880794,The Perfectionist's Guide to Losing Control: A Path to Peace and Power,Katherine Morgan Schafler,"Schafler, Katherine Morgan",,059332952X,9780593329528,0,4.13,Portfolio/Penguin,Hardcover,325.0,2023.0,2023.0,,2023/02/23,to-read,to-read (#1344),to-read,,,,0,0
2316,61273736,"Sorry, Sorry, Sorry: The Case for Good Apologies",Marjorie Ingall,"Ingall, Marjorie",Susan McCarthy,1982163496,9781982163495,0,3.93,Gallery Books,Hardcover,368.0,2023.0,2023.0,,2023/02/23,to-read,to-read (#1343),to-read,,,,0,0
2317,61272271,The Good Life: Lessons from the World's Longest Scientific Study of Happiness,Robert Waldinger,"Waldinger, Robert",Marc Schulz,1982166711,9781982166717,0,4.15,Simon & Schuster,ebook,352.0,2023.0,2023.0,,2023/02/23,to-read,to-read (#1342),to-read,,,,0,0
2318,52042,Ten Days that Shook the World,John   Reed,"Reed, John",,0486452409,9780486452401,0,3.94,Dover,Paperback,400.0,2006.0,1919.0,,2023/02/23,to-read,to-read (#1341),to-read,,,,0,0
2319,16057204,The Five Stages of Collapse: Survivors' Toolkit,Dmitry Orlov,"Orlov, Dmitry",,0865717362,9780865717367,0,3.91,New Society Publishers,Paperback,288.0,2013.0,2013.0,,2023/02/23,to-read,to-read (#1340),to-read,,,,0,0
2320,53832791,The Science of Hate,Matthew          Williams,"Williams, Matthew",,0571357067,9780571357062,0,3.93,Faber & Faber,Paperback,448.0,2023.0,,,2023/02/23,to-read,to-read (#1339),to-read,,,,0,0
2321,775143,"Golden Fetters: The Gold Standard and the Great Depression, 1919-1939",Barry Eichengreen,"Eichengreen, Barry",,0195101138,9780195101133,0,4.19,Oxford University Press,Paperback,480.0,1996.0,1992.0,,2023/02/23,to-read,to-read (#1338),to-read,,,,0,0
2322,52765413,Fathoms: The World in the Whale,Rebecca Giggs,"Giggs, Rebecca",,198212069X,9781982120696,0,3.88,Simon  Schuster,Hardcover,352.0,2020.0,2020.0,,2023/02/22,to-read,to-read (#1337),to-read,,,,0,0
2323,52427140,The Nature and Sources of the Law by John Chipman Gray,John Chipman Gray,"Gray, John Chipman","David        Campbell, Philip A. Thomas",0429513135,9780429513138,0,3.67,Routledge,ebook,246.0,2019.0,1983.0,,2023/02/22,to-read,to-read (#1336),to-read,,,,0,0
2324,59488320,"PANDORA PAPERS: How the Mega-Rich Have Been Getting Out of Paying Taxes, Big Leak Expose Wealthy Tax Dodgers",Lawrence Davis,"Davis, Lawrence",,,,0,5.0,,Kindle Edition,17.0,2021.0,,,2023/02/22,to-read,to-read (#1335),to-read,,,,0,0
2325,57531095,The End of Burnout: Why Work Drains Us and How to Build Better Lives,Jonathan Malesic,"Malesic, Jonathan",,0520344073,9780520344075,0,3.73,University of California Press,Hardcover,288.0,2022.0,2022.0,,2023/02/22,to-read,to-read (#1334),to-read,,,,0,0
2326,40540348,Plant Revolution: Le piante hanno già inventato il nostro futuro,Stefano Mancuso,"Mancuso, Stefano",,8809831365,9788809831360,0,4.11,Giunti,Hardcover,262.0,2017.0,2017.0,,2023/02/22,to-read,to-read (#1333),to-read,,,,0,0
2327,53138191,The Musical Human: A History of Life on Earth,Michael Spitzer,"Spitzer, Michael",,1635576245,9781635576245,0,3.75,Bloomsbury Publishing,Hardcover,472.0,2021.0,,,2023/02/22,to-read,to-read (#1332),to-read,,,,0,0
2328,1728101,The Self-Organizing Economy,Paul Krugman,"Krugman, Paul",,1557866996,9781557866998,0,3.86,Blackwell Pub,Paperback,,1995.0,1995.0,,2023/02/22,to-read,to-read (#1331),to-read,,,,0,0
2329,17288717,Mission in a Bottle: The Honest Guide to Doing Business Differently--and Succeeding,Seth Goldman,"Goldman, Seth","Barry Nalebuff, Sungyoon Choi",0770437494,9780770437497,0,4.19,Crown Currency,Hardcover,288.0,2013.0,2013.0,,2023/02/22,to-read,to-read (#1330),to-read,,,,0,0
2330,7603406,"Lifecycle Investing: A New, Safe, and Audacious Way to Improve the Performance of Your Retirement Portfolio",Ian Ayres,"Ayres, Ian",Barry J. Nalebuff,0465018297,9780465018291,0,4.11,Basic Books,Hardcover,240.0,2010.0,2010.0,,2023/02/22,to-read,to-read (#1329),to-read,,,,0,0
2331,58329300,Split the Pie: A Radical New Way to Negotiate,Barry J. Nalebuff,"Nalebuff, Barry J.",,0063135485,9780063135482,0,4.05,Harper Business,Hardcover,304.0,2022.0,2022.0,,2023/02/22,to-read,to-read (#1328),to-read,,,,0,0
2332,34154349,"The Fractal Self: Science, Philosophy, and the Evolution of Human Cooperation",John L. Culliney,"Culliney, John L.",David Edward Jones,0824866614,9780824866617,0,4.57,University of Hawaii Press,Hardcover,248.0,2017.0,,,2023/02/22,to-read,to-read (#1327),to-read,,,,0,0
2333,788635,Power in the Global Age: A New Global Political Economy,Ulrich Beck,"Beck, Ulrich",,0745632319,9780745632315,0,4.13,Polity,Paperback,352.0,2006.0,2002.0,,2023/02/22,to-read,to-read (#1326),to-read,,,,0,0
2334,445129,Does God Play Dice?: The New Mathematics of Chaos,Ian Stewart,"Stewart, Ian",,0631232516,9780631232513,0,4.02,Wiley-Blackwell,Paperback,416.0,2002.0,1989.0,,2023/02/21,to-read,to-read (#1325),to-read,,,,0,0
2335,4193976,Reflection without Rules: Economic Methodology and Contemporary Science Theory,D. Wade Hands,"Hands, D. Wade",,0521797969,9780521797962,0,4.22,Cambridge University Press,Paperback,494.0,2001.0,2001.0,,2023/02/21,to-read,to-read (#1324),to-read,,,,0,0
2336,248544,"The Computational Beauty of Nature: Computer Explorations of Fractals, Chaos, Complex Systems, and Adaptation",Gary William Flake,"Flake, Gary William",,0262561271,9780262561273,0,4.37,MIT Press,Paperback,514.0,2000.0,1998.0,,2023/02/21,to-read,to-read (#1323),to-read,,,,0,0
2337,8549951,Dynamic Capabilities: Understanding Strategic Change in Organizations,Constance E. Helfat,"Helfat, Constance E.","Sydney Finkelstein, Will Mitchell, Margaret Peteraf, Harbir Singh, David Teece, Sidney G. Winter",,,0,4.45,,Kindle Edition,160.0,,2006.0,,2023/02/21,to-read,to-read (#1322),to-read,,,,0,0
2338,134646,An Evolutionary Theory of Economic Change (Belknap Press),Nelson,"Nelson, Nelson",Sidney G. Winter,0674272285,9780674272286,0,4.09,Belknap Press,Paperback,452.0,2006.0,1985.0,,2023/02/21,to-read,to-read (#1321),to-read,,,,0,0
2339,134641,"Technology, Institutions, and Economic Growth",Richard R. Nelson,"Nelson, Richard R.",,0674019164,9780674019164,0,4.0,Harvard University Press,Hardcover,312.0,2005.0,2005.0,,2023/02/21,to-read,to-read (#1320),to-read,,,,0,0
2340,2900714,The Limits of Market Organization,Richard R. Nelson,"Nelson, Richard R.",,0871546264,9780871546265,0,4.0,Russell Sage Foundation,Hardcover,394.0,2005.0,2005.0,,2023/02/21,to-read,to-read (#1319),to-read,,,,0,0
2341,1157812,"Technology, Learning, and Innovation: Experiences of Newly Industrializing Economies",Linsu Kim,"Kim, Linsu",Richard R. Nelson,0521779871,9780521779876,0,4.0,Cambridge University Press,Paperback,,2000.0,2000.0,,2023/02/21,to-read,to-read (#1318),to-read,,,,0,0
2342,352292,"A Concise Economic History of the World: From Paleolithic Times to the Present, 4th Edition",Rondo Cameron,"Cameron, Rondo",Larry Neal,0195127056,9780195127058,0,3.8,Oxford University Press,Paperback,463.0,2003.0,1989.0,,2023/02/21,to-read,to-read (#1317),to-read,,,,0,0
2343,9353729,Casino Capitalism: How the Financial Crisis Came About and What Needs to be Done Now,Hans-Werner Sinn,"Sinn, Hans-Werner",,0199588279,9780199588275,0,4.23,Oxford University Press,Hardcover,400.0,2010.0,2009.0,,2023/02/21,to-read,to-read (#1316),to-read,,,,0,0
2344,17846702,Complexity Science and World Affairs (James N Rosenau Global Politcs),Walter C. Clemens Jr.,"Jr., Walter C. Clemens",Stuart A. Kauffman,1438449011,9781438449012,0,4.0,State University of New York Press,Hardcover,288.0,2013.0,2013.0,,2023/02/21,to-read,to-read (#1315),to-read,,,,0,0
2345,672512,Investigations,Stuart A. Kauffman,"Kauffman, Stuart A.",,0195121058,9780195121056,0,4.06,Oxford University Press,Paperback,308.0,2002.0,2000.0,,2023/02/21,to-read,to-read (#1314),to-read,,,,0,0
2346,32051905,"Weird in a World That's Not: A Career Guide for Misfits – A Funny, Empathetic Memoir for Thriving at Work While Staying Authentic",Jennifer Romolini,"Romolini, Jennifer",,0062472720,9780062472724,0,3.8,Harper Business,Hardcover,304.0,2017.0,2017.0,,2023/02/21,to-read,to-read (#1313),to-read,,,,0,0
2347,3218298,"Statistics and the German State, 1900–1945: The Making of Modern Economic Knowledge (Cambridge Studies in Modern Economic History, Series Number 9)",Adam Tooze,"Tooze, Adam",,0521039126,9780521039123,0,4.23,Cambridge University Press,Paperback,336.0,2007.0,2001.0,,2023/02/21,to-read,to-read (#1312),to-read,,,,0,0
2348,153696,Creative Destruction: Why Companies That Are Built to Last Underperform the Market--And How to Successfully Transform Them,Richard N. Foster,"Foster, Richard N.",Sarah   Kaplan,0385501331,9780385501330,0,3.67,Broadway Business,Hardcover,384.0,2001.0,2001.0,,2023/02/20,to-read,to-read (#1311),to-read,,,,0,0
2349,7651910,The Soros Lectures: At the Central European University,George Soros,"Soros, George",,1586488856,9781586488857,0,3.72,PublicAffairs,Hardcover,119.0,2010.0,2010.0,,2023/02/20,to-read,to-read (#1310),to-read,,,,0,0
2350,2603057,Why Stock Markets Crash: Critical Events in Complex Financial Systems,Didier Sornette,"Sornette, Didier",,0691096309,9780691096308,0,3.85,Princeton University Press,Hardcover,448.0,2002.0,2002.0,,2023/02/20,to-read,to-read (#1309),to-read,,,,0,0
2351,186480,Inefficient Markets: An Introduction to Behavioral Finance (Clarendon Lectures in Economics),Andrei Shleifer,"Shleifer, Andrei",,0198292279,9780198292272,0,3.92,Oxford University Press,Paperback,224.0,2000.0,2000.0,,2023/02/20,to-read,to-read (#1308),to-read,,,,0,0
2352,25273751,"A Crude Look at the Whole: The Science of Complex Systems in Business, Life, and Society",John H.  Miller,"Miller, John H.",,0465055699,9780465055692,0,3.71,Basic Books,Hardcover,272.0,2016.0,2016.0,,2023/02/20,to-read,to-read (#1307),to-read,,,,0,0
2353,6858172,"Behavioral Finance: Psychology, Decision-Making, and Markets",Lucy Ackert,"Ackert, Lucy",Richard Deaves,0324661177,9780324661170,0,4.27,Cengage Learning,Hardcover,432.0,2009.0,2009.0,,2023/02/20,to-read,to-read (#1306),to-read,,,,0,0
2354,57653187,"A Killer by Design: Murderers, Mindhunters, and My Quest to Decipher the Criminal Mind",Ann Wolbert Burgess,"Burgess, Ann Wolbert",Steven Constantine,0306924862,9780306924866,0,4.2,Grand Central Publishing,Hardcover,320.0,2021.0,2021.0,,2023/02/20,to-read,to-read (#1305),to-read,,,,0,0
2355,25852784,Evicted: Poverty and Profit in the American City,Matthew Desmond,"Desmond, Matthew",,0553447432,9780553447439,0,4.47,Crown Publishers,Hardcover,418.0,2016.0,2016.0,,2023/02/20,to-read,to-read (#1304),to-read,,,,0,0
2356,30354426,Solve for Happy: Engineer Your Path to Joy,Mo Gawdat,"Gawdat, Mo",,1501157558,9781501157554,0,3.97,Gallery Books,Hardcover,368.0,2017.0,2017.0,,2023/02/20,to-read,to-read (#1303),to-read,,,,0,0
2357,43805741,Daylight Robbery: How Tax Shaped Our Past and Will Change Our Future,Dominic Frisby,"Frisby, Dominic",,0241360862,9780241360866,0,4.23,Portfolio Penguin,Hardcover,288.0,2020.0,,,2023/02/20,to-read,to-read (#1302),to-read,,,,0,0
2358,30971680,The Wisdom Of Finance: Discovering Humanity in the World of Risk and Return,Mihir Desai,"Desai, Mihir",,054491113X,9780544911130,0,4.01,Harper Business,Hardcover,223.0,2017.0,2017.0,,2023/02/20,to-read,to-read (#1301),to-read,,,,0,0
2359,584851,The Challenge of Affluence: Self-Control and Well-Being in the United States and Britain since 1950,Avner Offer,"Offer, Avner",,0198208537,9780198208532,0,4.1,Oxford University Press,Hardcover,480.0,2006.0,2006.0,,2023/02/20,to-read,to-read (#1300),to-read,,,,0,0
2360,86154,The Mystery of Capital: Why Capitalism Triumphs in the West and Fails Everywhere Else,Hernando de  Soto,"Soto, Hernando de",,0465016154,9780465016150,0,3.99,Basic Books,Paperback,288.0,2003.0,2000.0,,2023/02/19,to-read,to-read (#1299),to-read,,,,0,0
2361,850581,"The Austrian Mind: An Intellectual and Social History, 1848-1938",William M. Johnston,"Johnston, William M.",,0520049551,9780520049550,0,4.06,University of California Press,Paperback,,1983.0,1972.0,,2023/02/19,to-read,to-read (#1298),to-read,,,,0,0
2362,54443313,Why the Germans Do it Better: Notes from a Grown-Up Country,John Kampfner,"Kampfner, John",,1786499754,9781786499752,0,3.93,Atlantic Books,Hardcover,320.0,2020.0,2020.0,,2023/02/19,to-read,to-read (#1297),to-read,,,,0,0
2363,297544,Psychology and Alchemy (Collected Works 12),C.G. Jung,"Jung, C.G.","Herbert Read, Michael Fordham",0691018316,9780691018317,0,4.32,Princeton University Press,Paperback,467.0,1980.0,1944.0,,2023/02/19,to-read,to-read (#1296),to-read,,,,0,0
2364,28820444,The Elephant in the Brain: Hidden Motives in Everyday Life,Kevin Simler,"Simler, Kevin",Robin Hanson,0190496010,9780190496012,0,3.96,Oxford University Press,ebook,408.0,2017.0,2017.0,,2023/02/19,to-read,to-read (#1295),to-read,,,,0,0
2365,3153853,Hippocrates' Shadow: Secrets from the House of Medicine,David H. Newman,"Newman, David H.",,1416551530,9781416551539,0,3.97,Scribner,Hardcover,256.0,2008.0,2008.0,,2023/02/19,to-read,to-read (#1294),to-read,,,,0,0
2366,6737452,The Evolution of Obesity,Michael L. Power,"Power, Michael L.",Jay Schulkin,0801892627,9780801892622,0,4.12,Johns Hopkins University Press,Hardcover,408.0,2009.0,2009.0,,2023/02/19,to-read,to-read (#1293),to-read,,,,0,0
2367,19860600,A Bigger Prize: When No One Wins Unless Everyone Wins,Margaret Heffernan,"Heffernan, Margaret",,,,0,3.81,Simon & Schuster UK,Kindle Edition,449.0,2014.0,2014.0,,2023/02/19,to-read,to-read (#1292),to-read,,,,0,0
